symbol,code,name,date,time,local_time,status,pre_close_price,open_price,high_price,low_price,latest_price,change_rate,high_limited_price,low_limited_price,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_price_10,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,ask_volume_10,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_price_10,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,bid_volume_10,total_ask_volume,weighted_ask_price,total_bid_volume,weighted_bid_price,total_fill_number,total_fill_volume,total_fill_turnover
600030.SH,600030,中信证券,20180404,91745000,91749000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72177,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72177,15123,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91745000,91751000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72677,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72677,15223,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91751000,91755000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73577,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73577,14323,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91751000,91757000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74177,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74177,14323,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91757000,91800000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74177,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74177,18723,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91757000,91804000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74377,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74377,18523,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91800000,91806000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75377,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75377,17523,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91806000,91810000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75777,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75777,17123,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91806000,91812000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80777,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80777,12123,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91812000,91815000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77877,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77877,20823,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91812000,91818000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82977,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82977,16023,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91815000,91821000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83177,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83177,19823,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91821000,91824000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84277,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84277,25723,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91821000,91827000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92477,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92477,17923,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91827000,91830000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93077,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93077,17323,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91827000,91833000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93177,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93177,17223,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91830000,91836000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94277,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94277,18123,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91836000,91842000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97277,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97277,15123,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91842000,91845000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96877,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96877,13523,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91842000,91848000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96877,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96877,13623,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91851000,91855000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96877,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96877,13723,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91851000,91857000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109800,18077,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109800,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91857000,91903000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97927,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97927,11873,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91900000,91906000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97927,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97927,14873,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91906000,91910000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82000,97127,0,0,0,0,0,0,0,0,19.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82000,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91915000,91921000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83000,96427,0,0,0,0,0,0,0,0,19.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83000,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91921000,91928000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93327,34073,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91927000,91930000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93327,35573,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91927000,91933000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,20573,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91936000,91939000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,23073,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91942000,91945000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,24773,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91942000,91948000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108327,24973,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91945000,91952000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113527,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113527,19273,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91951000,91955000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,27873,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91957000,92001000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,30773,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,91957000,92004000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,33173,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92000000,92006000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113727,33373,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92006000,92010000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118427,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118427,31473,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92006000,92012000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118427,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118427,33473,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92012000,92015000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118927,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118927,33173,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92012000,92018000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119127,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119127,33273,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92018000,92021000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121127,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121127,31273,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92021000,92025000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124027,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124027,34373,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92021000,92027000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124027,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124027,36573,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92027000,92030000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124027,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124027,38773,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92027000,92033000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124527,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124527,48673,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92033000,92036000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126027,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126027,47173,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92036000,92039000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126027,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126027,57173,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92036000,92042000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128127,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128127,56273,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92042000,92045000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128327,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128327,56073,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92048000,92051000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128627,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128627,57273,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92051000,92054000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136827,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136827,52973,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92051000,92057000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137127,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137127,53673,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92057000,92100000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139927,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139927,50873,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
600030.SH,600030,中信证券,20180404,92057000,92104000,73,19.21,0.0,0.0,0.0,0.0,-1.0,21.13,17.29,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139927,0,0,0,0,0,0,0,0,0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139927,52873,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
